hspt_name,url,depth,text,date
부산본병원,http://www.bonhospital.co.kr/notice/nonpay/index.jsp?reqPageNo=41,1,부산본병원/다음,200326
척시원병원,http://www.conehs.co.kr/PayBoard/PayBoard.asp?page=41&?Page=31&PageSize=5&Key=&Keyword=&Gubun=,1,척시원병원/다음10개,200326
허리나은병원,http://www.ctlspine.co.kr/board/view.php?tid=124&sid=215&b_code=B_NOTICE&idx=2&category=0&search_category=&searchString=&gotopage=1,1,허리나은병원/다음글,200326
문동언마취통증의학과의원,http://www.mpainclinic.com/bbs/board.php?bo_table=notice&wr_id=16,1,문동언마취통증의학과의원/다음글,200326
의료법인 우신향병원,http://www.wshmc.co.kr/sub/s0502.php?bbs_data=Y2F0ZV9pZHg9JnN0YXJ0UGFnZT00ODAmY29kZT1jb3Vuc2VsJnRhYmxlPWNzX2Jic19kYXRhJnNlYXJjaF9pdGVtPSZzZWFyY2hfb3JkZXI9||&PHPSESSID=7141e0ab46880a831e2b46e3a08bb840,1,의료법인 우신향병원/리스트 다음으로,200326
두발로정형외과의원,http://www.dubalo.com/m/management/board_view.asp?db_name=TB_s6_1_notice&num=41&num2=41&page_num=1,1,두발로정형외과의원/다음   김지범 원장 'SBS 좋은아침' 출연,200326
바로병원,http://www.baro119.co.kr/bbs/board.php?bo_table=notice&wr_id=806,1,바로병원/다음글,200326
허리나은병원,http://www.ctlspine.co.kr/board/view.php?tid=124&sid=215&b_code=B_NOTICE&idx=11&category=0&search_category=&searchString=&gotopage=,1,허리나은병원/다음글,200326
문동언마취통증의학과의원,http://www.mpainclinic.com/bbs/board.php?bo_table=notice&wr_id=26,1,문동언마취통증의학과의원/다음글,200326
의료법인 우신향병원,http://www.wshmc.co.kr/sub/s0502.php?bbs_data=Y2F0ZV9pZHg9JnN0YXJ0UGFnZT0zNjAmY29kZT1jb3Vuc2VsJnRhYmxlPWNzX2Jic19kYXRhJnNlYXJjaF9pdGVtPSZzZWFyY2hfb3JkZXI9||&PHPSESSID=0f6ed840e7a12c6891f738011d1af385,1,의료법인 우신향병원/리스트 다음으로,200326
두발로정형외과의원,http://www.dubalo.com/m/management/board_view.asp?db_name=TB_s6_1_notice&num=42&num2=43&page_num=1,1,두발로정형외과의원/다음   5월 정형외과 진료일정 일부 변경 안내,200326
굳센병원,http://www.goodssen.co.kr/pg/bbs/board.php?bo_table=cus04&page=31,1,굳센병원/다음,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1842&board_style=view,1,세흥병원/³» ¸öÀ» °¡º±°Ô ÇÏ´Â ½ºÆ®·¹Äª,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1845&board_style=view,1,세흥병원/Àş¾úÀ»¶§ ¾Æ³¢°í º¸È£ÇØ¾ß ÇÒ ´ç½ÅÀÇ ¹«¸­,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1817&board_style=view,1,세흥병원/´ë»óÆ÷Áø? ·ù¸¶Æ¼½º? ´Ù ¸é¿ª ¶§¹®ÀÌ¾ß!,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1238&board_style=view,1,세흥병원/ÅëÁõÀº ³» ¸öÀ» º¸È£ÇÏ·Á°í º¸³»´Â °æ°íµîÀÌ´Ù.,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1248&board_style=view,1,"세흥병원/°ñ´Ù°øÁõ-°Ç°­ÇÑ »ÀÀÇ Ã´µµ, °ñ¹Ğµµ",200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1125&board_style=view,1,세흥병원/¿Â¿­ÁúÈ¯VS³Ã¹æº´ ÀÌ·¸°Ô ÀÌ°Ü³»ÀÚ,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1129&board_style=view,1,세흥병원/Ãß¼®¿¬ÈŞ °Ç°­»ó½Ä ²Ä²ÄÇÏ°Ô Ã¬°Ü¼­ ¾Ë¾ÆµÎ¼¼¿ä~!,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1122&board_style=view,1,세흥병원/°£°Ë»ç - ¼öÄ¡·Î º¸´Â °Ç°­,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1121&board_style=view,1,세흥병원/½ÄÁßµ¶ - Æò¼Ò ¾Ë¾ÆµÎ¾î¾ß ÇÒ °Ç°­»ó½Ä,200326
세흥병원,http://www.sehunghospital.co.kr/sub_board/board_pds.php?clone=11&cate_no=1&target=1114&board_style=view,1,세흥병원/²ÉÀ¸·Î È­»çÇÑ º½³¯ ¹Ì¼¼¸ÕÁöÀÇ ½À°İ,200326
