hspt_name,url,depth,text,date
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=448&page=2,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=411&page=5,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=359&page=9,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=204&page=21,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=100&sca=MRI%2C%EA%B8%B0%ED%83%80&page=2,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=76&sca=MRI%2C%EA%B8%B0%ED%83%80&page=4,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=63&sca=MRI%2C%EA%B8%B0%ED%83%80&page=5,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=189&sca=%EC%95%BD%EC%A0%9C&page=3,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=265&page=16,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=253&page=17,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=241&page=18,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=229&page=19,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=66&page=31,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=193&page=22,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=180&page=23,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=114&page=27,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=102&page=28,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=90&page=29,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=78&page=30,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=55&page=32,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=43&page=33,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=28&page=34,1,서울대정병원/다음글,200330
서울대정병원,http://sdjhospital.com/bbs/board.php?bo_table=info&wr_id=14&page=35,1,서울대정병원/다음글,200330
의료법인 신의료재단 김해삼승병원,http://www.ghsamsung.com/06_community/community_03.php?code=&page=1&bbsData=bm89Mzg=||&mode=view&38,1,의료법인 신의료재단 김해삼승병원/2015년 송년의 밤,200330
